feature,symbol,name
ncRNA,LOC118273619,uncharacterized LOC118273619
mRNA,LOC118273354,transcription factor Sp8-like
ncRNA,LOC118273463,uncharacterized LOC118273463
mRNA,LOC118273537,chymotrypsin-2-like
mRNA,LOC118273608,protein-glucosylgalactosylhydroxylysine glucosidase-like
mRNA,LOC118273467,carbohydrate sulfotransferase 11-like
mRNA,LOC118273444,intraflagellar transport protein 80 homolog
mRNA,LOC118273365,protein arginine N-methyltransferase 1-like
mRNA,LOC118273360,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1-like8"
mRNA,LOC118273369,uncharacterized LOC118273369
mRNA,LOC118273367,uncharacterized LOC118273367
mRNA,LOC118273362,maltase 2-like
mRNA,LOC118273363,maltase A1-like
mRNA,LOC118273364,maltase A1-like
mRNA,LOC118273366,uncharacterized LOC118273366
mRNA,LOC118273370,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273653,cuticle protein 7-like
mRNA,LOC118273654,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273465,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273466,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273319,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273336,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273639,larval/pupal rigid cuticle protein 66-like
mRNA,LOC118273024,zinc finger protein chinmo-like
mRNA,LOC118273531,"cytochrome b-c1 complex subunit Rieske, mitochondrial-like"
mRNA,LOC118273551,protein spire-like
mRNA,LOC118273550,tyrosine-protein phosphatase non-receptor type 23-like
mRNA,LOC118273163,uncharacterized LOC118273163
mRNA,LOC118273166,U11/U12 small nuclear ribonucleoprotein 25 kDa protein-like
mRNA,LOC118273167,mitochondrial import inner membrane translocase subunit Tim13-like
mRNA,LOC118273164,serine/arginine-rich splicing factor 4-like
mRNA,LOC118273629,patronin-like
ncRNA,LOC118273326,uncharacterized LOC118273326
mRNA,LOC118273491,uncharacterized LOC118273491
mRNA,LOC118273412,uncharacterized LOC118273412
mRNA,LOC118273627,uncharacterized LOC118273627
mRNA,LOC118273626,putative nuclease HARBI1
rRNA,LOC118273764,5S ribosomal RNA
rRNA,LOC118273762,5S ribosomal RNA
mRNA,LOC118273475,serine/arginine-rich splicing factor 4-like
rRNA,LOC118273763,5S ribosomal RNA
mRNA,LOC118273591,transcription factor SOX-21-like
mRNA,LOC118273343,uncharacterized LOC118273343
mRNA,LOC118273344,probable cysteine protease RD19C
mRNA,LOC118273538,cysteine protease RD19A-like
mRNA,LOC118273594,SOX domain-containing protein dichaete-like
mRNA,LOC118273658,transcription factor sox-2-like
rRNA,LOC118273758,5S ribosomal RNA
mRNA,LOC118273634,transcription factor SOX-14-like
mRNA,LOC118273570,peroxisome biogenesis factor 1-like
mRNA,LOC118273458,G2/mitotic-specific cyclin-B3-like
mRNA,LOC118273349,uncharacterized LOC118273349
mRNA,LOC118273260,uncharacterized LOC118273260
mRNA,LOC118273432,uncharacterized LOC118273432
mRNA,LOC118273431,phosphatidylinositol-glycan biosynthesis class W protein-like
mRNA,LOC118273520,kielin/chordin-like protein
mRNA,LOC118273521,transcription factor SPT20 homolog
mRNA,LOC118273417,TBC1 domain family member 20-like
mRNA,LOC118273418,phospholipase A2 group XV-like
mRNA,LOC118273419,uncharacterized LOC118273419
mRNA,LOC118273420,cilia- and flagella-associated protein 43-like
mRNA,LOC118273350,transmembrane protein KIAA1109-like
mRNA,LOC118273469,ubiquitin-like-conjugating enzyme ATG3
mRNA,LOC118273470,mitochondrial fission 1 protein-like
mRNA,LOC118273569,signal transducing adapter molecule 1-like
mRNA,LOC118273351,uncharacterized LOC118273351
mRNA,LOC118273352,glutathione hydrolase 7-like
mRNA,LOC118273411,arrestin homolog
mRNA,LOC118273410,uncharacterized LOC118273410
mRNA,LOC118273428,nephrin-like
mRNA,LOC118273563,uncharacterized LOC118273563
mRNA,LOC118273717,cytoplasmic protein NCK1-like
mRNA,LOC118273716,transcription elongation factor SPT5-like
mRNA,LOC118273647,long-chain-fatty-acid--CoA ligase 4-like
mRNA,LOC118273645,uncharacterized LOC118273645
mRNA,LOC118273648,sentrin-specific protease 1-like
mRNA,LOC118273504,dTTP/UTP pyrophosphatase-like
mRNA,LOC118273501,sentrin-specific protease 2-like
mRNA,LOC118273435,uncharacterized LOC118273435
mRNA,LOC118273212,voltage-dependent L-type calcium channel subunit beta-2-like0
mRNA,LOC118274095,striated muscle-specific serine/threonine-protein kinase-like1
mRNA,LOC118274309,"WD repeat, SAM and U-box domain-containing protein 1-like"
mRNA,LOC118273985,lachesin-like
mRNA,LOC118274310,uncharacterized LOC118274310
mRNA,LOC118273800,cytochrome P450 6B2-like
mRNA,LOC118274311,cytochrome P450 6B2-like
mRNA,LOC118274242,cytochrome P450 6k1-like
mRNA,LOC118274285,cytochrome P450 6k1-like
mRNA,LOC118273988,uncharacterized LOC118273988
mRNA,LOC118274104,"cytochrome b-c1 complex subunit 2, mitochondrial-like"
mRNA,LOC118274147,kynureninase-like
mRNA,LOC118274145,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"
mRNA,LOC118274146,sorting nexin-27-like
mRNA,LOC118274148,myogenesis-regulating glycosidase-like
mRNA,LOC118274312,titin-like
mRNA,LOC118274018,DDB1- and CUL4-associated factor 12-like
mRNA,LOC118274131,tubulin-specific chaperone A-like
mRNA,LOC118274208,myogenesis-regulating glycosidase-like
mRNA,LOC118274214,myogenesis-regulating glycosidase-like
mRNA,LOC118273964,myogenesis-regulating glycosidase-like
mRNA,LOC118273965,myogenesis-regulating glycosidase-like
mRNA,LOC118273966,nucleolar protein 6-like
mRNA,LOC118273801,"probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
mRNA,LOC118273804,vacuolar protein sorting-associated protein 33B-like
mRNA,LOC118273803,phosphatidylinositol 3-kinase catalytic subunit type 3-like
mRNA,LOC118273805,uncharacterized LOC118273805
mRNA,LOC118273806,dolichol-phosphate mannosyltransferase subunit 3-like
mRNA,LOC118273807,uncharacterized LOC118273807
mRNA,LOC118273809,uncharacterized LOC118273809
mRNA,LOC118273810,katanin p60 ATPase-containing subunit A-like 2
mRNA,LOC118273811,BTB/POZ domain-containing protein 2-like
mRNA,LOC118273814,monocarboxylate transporter 12-B-like
mRNA,LOC118273812,ras-specific guanine nucleotide-releasing factor 1-like
mRNA,LOC118273815,BTB/POZ domain-containing protein 2-like
mRNA,LOC118273816,putative nuclease HARBI1
mRNA,LOC118273817,AP-3 complex subunit beta-2-like
mRNA,LOC118273818,gonadotropin-releasing hormone II receptor-like
mRNA,LOC118273960,cytochrome P450 4C1-like
mRNA,LOC118273959,cytochrome P450 4C1-like
mRNA,LOC118273935,uncharacterized LOC118273935
mRNA,LOC118273936,GTPase HRas-like
mRNA,LOC118273903,conserved oligomeric Golgi complex subunit 5-like
mRNA,LOC118273902,"lon protease homolog, mitochondrial-like"
mRNA,LOC118273905,uncharacterized LOC118273905
mRNA,LOC118273904,uncharacterized LOC118273904
mRNA,LOC118274247,probable tRNA (guanine(26)-N(2))-dimethyltransferase
mRNA,LOC118274144,glycosylated lysosomal membrane protein A-like
mRNA,LOC118273986,3'-5' RNA helicase YTHDC2-like
mRNA,LOC118274296,RNA-binding protein NOB1-like
mRNA,LOC118274297,FAM172 family protein homolog CG10038-like
mRNA,LOC118274302,syntaxin-18-like
mRNA,LOC118274301,m7GpppN-mRNA hydrolase-like
mRNA,LOC118274303,general transcription and DNA repair factor IIH helicase subunit XPD-like
mRNA,LOC118274304,zinc finger protein 878-like
mRNA,LOC118274306,omega-amidase NIT2-like
mRNA,LOC118274305,D-amino-acid oxidase-like
mRNA,LOC118274023,zinc finger protein 2 homolog
mRNA,LOC118273957,uncharacterized LOC118273957
mRNA,LOC118274130,A-kinase anchor protein 17A-like
mRNA,LOC118274289,trypsin II-P29-like
mRNA,LOC118274407,probable cytochrome P450 6a17
mRNA,LOC118274114,integrator complex subunit 6 homolog
mRNA,LOC118274115,putative nuclease HARBI1
mRNA,LOC118274116,uncharacterized LOC118274116
mRNA,LOC118274313,uncharacterized LOC118274313
mRNA,LOC118274314,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like"
mRNA,LOC118274225,brachyurin-like
mRNA,LOC118274128,"alpha-(1,3)-fucosyltransferase C-like"
mRNA,LOC118274182,putative trypsin-6
mRNA,LOC118274315,zinc finger and BTB domain-containing protein 49-like
mRNA,LOC118273956,uncharacterized LOC118273956
mRNA,LOC118274316,piggyBac transposable element-derived protein 4-like
mRNA,LOC118273953,A-kinase anchor protein 17A-like
mRNA,LOC118273954,uncharacterized LOC118273954
mRNA,LOC118273955,trypsin II-P29-like
mRNA,LOC118274106,cytochrome P450 6B1-like
mRNA,LOC118274317,formin-J-like
mRNA,LOC118274318,uncharacterized LOC118274318
mRNA,LOC118274181,brachyurin-like
mRNA,LOC118274320,uncharacterized LOC118274320
mRNA,LOC118274153,"alpha-(1,3)-fucosyltransferase C-like"
mRNA,LOC118274152,hemicentin-2-like
mRNA,LOC118274185,cytochrome P450 6a9-like
mRNA,LOC118274294,uncharacterized LOC118274294
mRNA,LOC118273946,survival motor neuron protein-like
mRNA,LOC118273945,uncharacterized LOC118273945
mRNA,LOC118273944,spermine oxidase-like
mRNA,LOC118273942,histone H4 transcription factor-like
mRNA,LOC118273982,ribose-phosphate pyrophosphokinase 2
mRNA,LOC118273991,60S ribosomal protein L36-like
mRNA,LOC118274252,protein PFC0760c-like
mRNA,LOC118274172,organic cation transporter protein-like
mRNA,LOC118274321,uncharacterized LOC118274321
ncRNA,LOC118274419,U5 spliceosomal RNA
mRNA,LOC118274067,organic cation transporter protein-like
mRNA,LOC118274178,organic cation transporter protein-like
mRNA,LOC118274322,neurotrimin-like
mRNA,LOC118274082,uncharacterized LOC118274082
mRNA,LOC118274055,protein CEPU-1-like
mRNA,LOC118274323,zwei Ig domain protein zig-8-like
mRNA,LOC118274230,uncharacterized LOC118274230
mRNA,LOC118273989,uncharacterized LOC118273989
mRNA,LOC118274179,uncharacterized LOC118274179
mRNA,LOC118274235,uncharacterized LOC118274235
mRNA,LOC118274253,acyl-coenzyme A thioesterase 13-like
mRNA,LOC118274254,TP53-binding protein 1-like
mRNA,LOC118274324,COUP transcription factor 2-like
mRNA,LOC118274326,"steroid receptor seven-up, isoforms B/C-like"
mRNA,LOC118274243,uncharacterized LOC118274243
mRNA,LOC118274075,beta-ureidopropionase-like
mRNA,LOC118273984,beta-ureidopropionase-like
mRNA,LOC118274000,proteasome subunit beta type-3-like
mRNA,LOC118273909,phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like
mRNA,LOC118274118,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like
mRNA,LOC118274234,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like
mRNA,LOC118274233,uncharacterized LOC118274233
mRNA,LOC118274061,V-type proton ATPase subunit D-like
mRNA,LOC118274062,mucin-2-like
mRNA,LOC118274084,OTU domain-containing protein 7B-like
mRNA,LOC118274212,tumor necrosis factor alpha-induced protein 8-like protein
mRNA,LOC118274123,uncharacterized LOC118274123
mRNA,LOC118274133,synaptotagmin-4-like
misc_RNA,LOC118273937,tropomyosin-1
mRNA,LOC118273938,tropomyosin-23
mRNA,LOC118274222,mortality factor 4-like protein 1
rRNA,LOC118274415,5S ribosomal RNA
mRNA,LOC118274180,"fructose-1,6-bisphosphatase 1-like"
mRNA,LOC118273997,nuclear cap-binding protein subunit 1-like
mRNA,LOC118273996,mucin-5AC-like
mRNA,LOC118274203,NAD-dependent protein deacetylase Sirt6-like
mRNA,LOC118274202,dolichol kinase-like
mRNA,LOC118273932,"aldehyde dehydrogenase, mitochondrial-like"
mRNA,LOC118273931,uncharacterized LOC118273931
rRNA,LOC118274416,5S ribosomal RNA
rRNA,LOC118274421,5S ribosomal RNA
rRNA,LOC118274423,5S ribosomal RNA
rRNA,LOC118274424,5S ribosomal RNA
rRNA,LOC118274425,5S ribosomal RNA
rRNA,LOC118274414,5S ribosomal RNA
rRNA,LOC118274412,5S ribosomal RNA
rRNA,LOC118274413,5S ribosomal RNA
mRNA,LOC118274224,centrosomal protein of 120 kDa-like
mRNA,LOC118273969,ubiquitin-conjugating enzyme E2 J2-like
mRNA,LOC118274073,uncharacterized LOC118274073
mRNA,LOC118274007,T-complex protein 1 subunit gamma-like
mRNA,LOC118274008,uncharacterized LOC118274008
ncRNA,LOC118274226,uncharacterized LOC118274226
mRNA,LOC118274068,zinc finger protein basonuclin-2-like
mRNA,LOC118274141,zinc finger protein basonuclin-2-like
mRNA,LOC118274283,cytochrome P450 6B6-like
mRNA,LOC118274327,probable ATP-dependent RNA helicase DHX34
mRNA,LOC118274076,ubiquitin-conjugating enzyme E2 Q2-like
mRNA,LOC118274077,glutathione S-transferase 1-like
mRNA,LOC118274074,ribose-phosphate pyrophosphokinase 2-like
mRNA,LOC118274020,glucoamylase 1-like
mRNA,LOC118274328,gonadotropin-releasing hormone II receptor-like
mRNA,LOC118274186,actin-binding Rho-activating protein-like
mRNA,LOC118273822,protein unc-13 homolog A-like0
mRNA,LOC118273823,uncharacterized LOC118273823
mRNA,LOC118274329,uncharacterized protein DDB_G0284459-like
mRNA,LOC118273825,phorbol ester/diacylglycerol-binding protein unc-13-like
mRNA,LOC118274330,ATP-dependent RNA helicase p62-like
mRNA,LOC118274331,ATP-dependent RNA helicase p62-like
mRNA,LOC118273826,histone deacetylase HDAC1-like
mRNA,LOC118273827,uncharacterized LOC118273827
mRNA,LOC118274332,F-actin-uncapping protein LRRC16A-like
mRNA,LOC118273829,suppressor of cytokine signaling 5-like
mRNA,LOC118273836,"ubiquinone biosynthesis protein COQ9-B, mitochondrial-like"
mRNA,LOC118273835,coiled-coil domain-containing protein 93-like
mRNA,LOC118273832,uncharacterized LOC118273832
mRNA,LOC118273828,sperm-associated antigen 6-like
mRNA,LOC118273830,DNA-directed RNA polymerase III subunit RPC7-like
mRNA,LOC118273833,uncharacterized LOC118273833
mRNA,LOC118273831,60S ribosomal protein L14-like
mRNA,LOC118273837,intraflagellar transport protein 172 homolog
mRNA,LOC118273838,regulating synaptic membrane exocytosis protein 2-like
mRNA,LOC118273839,transcription initiation factor IIA subunit 1-like
mRNA,LOC118273850,activating transcription factor of chaperone-like
mRNA,LOC118273848,DNA polymerase delta subunit 2-like
mRNA,LOC118273849,meiosis-specific with OB domain-containing protein-like
mRNA,LOC118273845,"dynein intermediate chain 3, ciliary-like"
mRNA,LOC118273843,ecto-NOX disulfide-thiol exchanger 2-like
mRNA,LOC118273861,DNA-directed RNA polymerase III subunit RPC8-like
mRNA,LOC118273841,integral membrane protein GPR155-like
ncRNA,LOC118273871,uncharacterized LOC118273871
mRNA,LOC118273842,ATP-dependent RNA helicase dbp2-like
mRNA,LOC118273846,3-phosphoinositide-dependent protein kinase 1-like
mRNA,LOC118273863,uncharacterized LOC118273863
mRNA,LOC118273857,IQ domain-containing protein K-like
mRNA,LOC118273840,uncharacterized LOC118273840
mRNA,LOC118273864,larval/pupal cuticle protein H1C-like
mRNA,LOC118273851,calphotin-like
mRNA,LOC118273854,cuticle protein 16.5-like
mRNA,LOC118273855,cuticle protein 16.5-like
mRNA,LOC118274333,uncharacterized LOC118274333
mRNA,LOC118273870,uncharacterized LOC118273870
mRNA,LOC118273859,uncharacterized LOC118273859
mRNA,LOC118273856,cuticle protein 65-like
mRNA,LOC118274334,calphotin-like
mRNA,LOC118273868,"cuticle protein 70, isoforms A and B-like"
mRNA,LOC118274335,uncharacterized LOC118274335
mRNA,LOC118273867,cuticle protein 16.5-like
mRNA,LOC118273865,proline-rich protein 27-like
mRNA,LOC118273858,vegetative cell wall protein gp1-like
mRNA,LOC118273866,cuticle protein 16.5-like
mRNA,LOC118274336,RNA-binding protein 33-like
mRNA,LOC118273869,cuticle protein 63-like
mRNA,LOC118274337,protein unc-13 homolog A-like
mRNA,LOC118273847,protein prenyltransferase alpha subunit repeat-containing protein 1-like
mRNA,LOC118273853,15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
mRNA,LOC118273860,15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
mRNA,LOC118273844,uncharacterized LOC118273844
mRNA,LOC118274338,uncharacterized LOC118274338
mRNA,LOC118274097,protein kish-A
ncRNA,LOC118274124,uncharacterized LOC118274124
mRNA,LOC118274279,ras GTPase-activating protein 1-like
mRNA,LOC118274278,polyubiquitin-C
mRNA,LOC118274280,endophilin-A-like
mRNA,LOC118274276,dmX-like protein 2
mRNA,LOC118274277,"isoleucine--tRNA ligase, cytoplasmic-like"
mRNA,LOC118274282,uncharacterized LOC118274282
mRNA,LOC118273952,E3 ubiquitin-protein ligase ariadne-1-like
mRNA,LOC118273910,sodium channel protein para-like
ncRNA,LOC118273916,uncharacterized LOC118273916
mRNA,LOC118273913,cytochrome P450 6B7-like
mRNA,LOC118273911,cytochrome P450 6B6-like
mRNA,LOC118273912,cytochrome P450 6B6-like
mRNA,LOC118273914,cytochrome P450 6B2-like
mRNA,LOC118273915,cytochrome P450 6B2-like
mRNA,LOC118274284,phosphomevalonate kinase-like
mRNA,LOC118273941,transducin-like enhancer protein 4
mRNA,LOC118274022,Krueppel-like factor 6
mRNA,LOC118274396,unconventional myosin-IXa-like
mRNA,LOC118274397,uncharacterized LOC118274397
mRNA,LOC118273933,phospholipid-transporting ATPase ID-like
mRNA,LOC118274003,methyl-CpG-binding domain protein 3-like
mRNA,LOC118274002,GPI mannosyltransferase 2-like
mRNA,LOC118273975,ubiquilin-1-like
mRNA,LOC118274108,tubulin polyglutamylase TTLL13-like
mRNA,LOC118274109,cyclin-dependent kinase 7-like
mRNA,LOC118274107,polyubiquitin-C-like
mRNA,LOC118274127,"cytochrome c oxidase assembly protein COX16 homolog, mitochondrial-like"
mRNA,LOC118274126,DET1 homolog
mRNA,LOC118274054,uncharacterized LOC118274054
mRNA,LOC118274053,tyrosine-protein kinase CSK-like
mRNA,LOC118274052,ADAM 17-like protease
mRNA,LOC118274050,"dynein heavy chain, cytoplasmic-like"
mRNA,LOC118274113,odorant receptor 46a-like
ncRNA,LOC118274204,uncharacterized LOC118274204
mRNA,LOC118274066,hemicentin-2-like
mRNA,LOC118274065,uncharacterized LOC118274065
mRNA,LOC118274140,uncharacterized LOC118274140
mRNA,LOC118274339,uncharacterized protein K02A2.6-like
mRNA,LOC118274231,uncharacterized LOC118274231
mRNA,LOC118274340,uncharacterized LOC118274340
misc_RNA,LOC118273990,myelin expression factor 2-like
mRNA,LOC118274269,integrator complex subunit 3 homolog
mRNA,LOC118274272,hsp70-Hsp90 organizing protein 2-like
mRNA,LOC118274271,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1"
mRNA,LOC118274270,arrestin domain-containing protein 17-like
mRNA,LOC118273940,regulator of nonsense transcripts 1-like
mRNA,LOC118273921,A disintegrin and metalloproteinase with thrombospondin motifs 7-like
mRNA,LOC118273922,G kinase-anchoring protein 1-like
mRNA,LOC118273977,leucine-rich repeat protein 1-like
mRNA,LOC118273976,elongator complex protein 1-like
mRNA,LOC118273906,"39S ribosomal protein S30, mitochondrial-like"
mRNA,LOC118273908,eukaryotic translation initiation factor 2 subunit 2-like
mRNA,LOC118273907,beta-ureidopropionase-like
mRNA,LOC118274187,microfibrillar-associated protein 1-like
mRNA,LOC118274341,uncharacterized LOC118274341
mRNA,LOC118274342,uncharacterized LOC118274342
mRNA,LOC118274255,uncharacterized LOC118274255
ncRNA,LOC118274086,uncharacterized LOC118274086
mRNA,LOC118274343,uncharacterized LOC118274343
mRNA,LOC118274017,gonadotropin-releasing hormone receptor-like
mRNA,LOC118273917,small conductance calcium-activated potassium channel protein-like
mRNA,LOC118274344,small conductance calcium-activated potassium channel protein-like
ncRNA,LOC118273918,uncharacterized LOC118273918
mRNA,LOC118274345,uncharacterized LOC118274345
mRNA,LOC118274346,uncharacterized LOC118274346
mRNA,LOC118274347,uncharacterized protein K02A2.6-like
mRNA,LOC118273901,uncharacterized LOC118273901
mRNA,LOC118274215,adhesive plaque matrix protein-like
mRNA,LOC118274273,uncharacterized LOC118274273
mRNA,LOC118274290,uncharacterized LOC118274290
mRNA,LOC118274248,RNA polymerase II elongation factor ELL-like
mRNA,LOC118274237,arginine-glutamic acid dipeptide repeats protein-like
mRNA,LOC118274238,GRAM domain-containing protein 2A-like
mRNA,LOC118274239,uncharacterized LOC118274239
mRNA,LOC118273875,elongation factor-like GTPase 1
mRNA,LOC118273891,protein giant-lens-like
mRNA,LOC118273878,mucin-3A-like
mRNA,LOC118274348,"39S ribosomal protein L2, mitochondrial-like"
mRNA,LOC118273877,ubiquitin-like modifier-activating enzyme ATG7
mRNA,LOC118273873,uncharacterized LOC118273873
mRNA,LOC118273895,40S ribosomal protein S6
mRNA,LOC118273881,geranylgeranyl transferase type-1 subunit beta-like
mRNA,LOC118274349,uncharacterized LOC118274349
mRNA,LOC118273893,uncharacterized LOC118273893
mRNA,LOC118273886,pancreatic lipase-related protein 2-like
mRNA,LOC118273883,pancreatic triacylglycerol lipase-like
mRNA,LOC118273885,pancreatic triacylglycerol lipase-like
mRNA,LOC118273890,pancreatic lipase-related protein 2-like
mRNA,LOC118273884,pancreatic triacylglycerol lipase-like
mRNA,LOC118273874,elongation factor-like GTPase 1
mRNA,LOC118273889,"39S ribosomal protein L2, mitochondrial-like"
mRNA,LOC118273876,ubiquitin-like modifier-activating enzyme ATG7
mRNA,LOC118273872,uncharacterized LOC118273872
mRNA,LOC118273894,40S ribosomal protein S6
mRNA,LOC118273880,geranylgeranyl transferase type-1 subunit beta-like
ncRNA,LOC118274420,U6 spliceosomal RNA
mRNA,LOC118273892,uncharacterized LOC118273892
mRNA,LOC118273887,pancreatic lipase-related protein 2-like
mRNA,LOC118273882,pancreatic triacylglycerol lipase-like
mRNA,LOC118274200,pancreatic triacylglycerol lipase-like
mRNA,LOC118274201,pancreatic lipase-related protein 2-like
mRNA,LOC118274199,pancreatic lipase-related protein 2-like
mRNA,LOC118274292,pancreatic triacylglycerol lipase-like
mRNA,LOC118274193,odorant receptor 67c-like
mRNA,LOC118274188,chondroitin proteoglycan 2-like
mRNA,LOC118274191,chondroitin proteoglycan 2-like
mRNA,LOC118274189,chondroitin proteoglycan 2-like
mRNA,LOC118274350,uncharacterized LOC118274350
mRNA,LOC118274194,uncharacterized LOC118274194
mRNA,LOC118274196,uncharacterized LOC118274196
mRNA,LOC118274190,chondroitin proteoglycan 2-like
mRNA,LOC118274351,chondroitin proteoglycan 2-like
mRNA,LOC118274195,protein obstructor-E-like
mRNA,LOC118274192,probable chitinase 10
mRNA,LOC118274069,chondroitin proteoglycan 2-like
mRNA,LOC118274183,lachesin-like
ncRNA,LOC118274184,uncharacterized LOC118274184
mRNA,LOC118274119,zinc metalloproteinase nas-26-like
mRNA,LOC118274165,mitochondrial inner membrane protein OXA1L-like
mRNA,LOC118274166,U3 small nucleolar RNA-associated protein 15 homolog
mRNA,LOC118274167,DENN domain-containing protein Crag-like
mRNA,LOC118274168,uncharacterized LOC118274168
mRNA,LOC118274169,uncharacterized LOC118274169
mRNA,LOC118274288,alpha-tocopherol transfer protein-like
mRNA,LOC118274015,alpha-tocopherol transfer protein-like
mRNA,LOC118274014,alpha-tocopherol transfer protein-like
mRNA,LOC118274012,casein kinase I-like
mRNA,LOC118274016,uncharacterized LOC118274016
mRNA,LOC118273819,furin-like protease 1
mRNA,LOC118273821,uncharacterized LOC118273821
mRNA,LOC118274352,uncharacterized LOC118274352
mRNA,LOC118274019,dual specificity mitogen-activated protein kinase kinase dSOR1-like
mRNA,LOC118274221,chromatin assembly factor 1 subunit A-like
mRNA,LOC118274125,poly(U)-binding-splicing factor half pint-like
mRNA,LOC118274205,uncharacterized LOC118274205
mRNA,LOC118274206,uncharacterized LOC118274206
mRNA,LOC118274249,hemicentin-2-like
ncRNA,LOC118274251,uncharacterized LOC118274251
mRNA,LOC118274094,cytochrome P450 6B6-like
mRNA,LOC118274175,cytochrome P450 6B6-like
mRNA,LOC118273999,protein sidekick-1-like
mRNA,LOC118273998,uncharacterized LOC118273998
mRNA,LOC118274142,uncharacterized LOC118274142
mRNA,LOC118274291,"phosphate carrier protein, mitochondrial-like"
mRNA,LOC118273920,fibrillin-2-like
mRNA,LOC118274058,immediate early response 3-interacting protein 1-like
mRNA,LOC118273929,zinc finger RNA-binding protein-like
mRNA,LOC118273919,poly(A) RNA polymerase gld-2 homolog B-like
mRNA,LOC118273978,uncharacterized LOC118273978
mRNA,LOC118273979,chondroitin sulfate synthase 1-like
mRNA,LOC118274217,pro-resilin-like
mRNA,LOC118274079,retinol dehydrogenase 12-like
mRNA,LOC118274246,retinol dehydrogenase 13-like
mRNA,LOC118274286,retinol dehydrogenase 13-like
mRNA,LOC118274236,uncharacterized LOC118274236
mRNA,LOC118274353,uncharacterized LOC118274353
mRNA,LOC118274078,neither inactivation nor afterpotential protein G-like
mRNA,LOC118273987,probable ribosome biogenesis protein RLP24
mRNA,LOC118273925,uncharacterized LOC118273925
mRNA,LOC118273924,zinc transporter ZIP3-like
mRNA,LOC118273928,uncharacterized LOC118273928
mRNA,LOC118273927,uncharacterized LOC118273927
mRNA,LOC118273896,flocculation protein FLO11-like
mRNA,LOC118273961,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
ncRNA,LOC118273962,uncharacterized LOC118273962
mRNA,LOC118274159,arrestin domain-containing protein 17-like
mRNA,LOC118274354,arrestin domain-containing protein 1-like
mRNA,LOC118274160,serine/threonine-protein kinase RIO2-like
mRNA,LOC118274355,uncharacterized LOC118274355
mRNA,LOC118274162,uncharacterized LOC118274162
mRNA,LOC118274163,mitochondrial import inner membrane translocase subunit TIM50-C-like
mRNA,LOC118274161,Bloom syndrome protein homolog
mRNA,LOC118274356,sorbitol dehydrogenase-like
mRNA,LOC118274164,sorbitol dehydrogenase-like
mRNA,LOC118274357,uncharacterized LOC118274357
mRNA,LOC118274083,uncharacterized LOC118274083
mRNA,LOC118274358,ral GTPase-activating protein subunit beta-like
mRNA,LOC118274207,B-cell receptor-associated protein 31-like
mRNA,LOC118274174,metaxin-1-like
mRNA,LOC118274359,myotubularin-related protein 10-B-like
mRNA,LOC118273963,E3 ubiquitin-protein ligase RNF115-like
mRNA,LOC118274177,RNA-binding protein MEX3B-like
mRNA,LOC118274011,E3 ubiquitin-protein ligase Iruka-like
mRNA,LOC118274064,RNA-binding protein MEX3B-like
mRNA,LOC118273993,coatomer subunit epsilon-like
mRNA,LOC118274274,collagen and calcium-binding EGF domain-containing protein 1-like
mRNA,LOC118274307,neuroendocrine convertase 1-like
mRNA,LOC118274117,clavesin-1-like
mRNA,LOC118274072,alpha-tocopherol transfer protein-like
ncRNA,LOC118274418,U5 spliceosomal RNA
mRNA,LOC118274171,clavesin-2-like
mRNA,LOC118274112,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like
mRNA,LOC118274360,protein GVQW3-like
mRNA,LOC118273971,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like
mRNA,LOC118274361,protein GVQW3-like
mRNA,LOC118273972,heterogeneous nuclear ribonucleoprotein 27C-like
mRNA,LOC118274063,arrestin domain-containing protein 2-like
mRNA,LOC118273970,importin-11-like
mRNA,LOC118274057,serine protease snake-like
mRNA,LOC118274362,serine protease snake-like
mRNA,LOC118274071,serine protease snake-like
mRNA,LOC118274105,serine protease snake-like
mRNA,LOC118274111,acetylcholine receptor subunit alpha-like 2
mRNA,LOC118274004,acetylcholine receptor subunit alpha-like 1
mRNA,LOC118274006,uncharacterized LOC118274006
mRNA,LOC118274005,uncharacterized LOC118274005
mRNA,LOC118274176,uncharacterized LOC118274176
