ATP6	ATP6^ATP6_ANOQU^ATP6_AEDAL^Tm1
XP_035429812.1	XP_035429812.1^RRAGA_RAT^Arf
XP_035429813.1	XP_035429813.1^sigP
XP_035429814.1	XP_035429814.1^MED12_DROME
XP_035429815.1	XP_035429815.1^PEO1_DROME^AAA_25^Tm1
XP_035429816.1	XP_035429816.1^PER_ANTPE^PAS^sigP^Tm1
XP_035429817.1	XP_035429817.1^PGK_DROME^YCQ3_YEAST^PGK^sigP
XP_035429818.1	XP_035429818.1^WDS_DROME^WD40
XP_035429819.1	XP_035429819.1^sigP^Tm1
XP_035429820.1	XP_035429820.1^sigP^Tm1
XP_035429821.1	XP_035429821.1^sigP^Tm1
XP_035429822.1	XP_035429822.1^CREL2_DANRE^DUF3456^sigP^Tm1
XP_035429823.1	XP_035429823.1^CREL2_DANRE^DUF3456^sigP^Tm1
XP_035429824.1	XP_035429824.1^CREL2_DANRE^DUF3456^sigP^Tm1
XP_035429825.1	XP_035429825.1^PHYD1_DANRE^PhyH
XP_035429826.1	XP_035429826.1^CREL2_DANRE^DUF3456^sigP^Tm1
XP_035429827.1	XP_035429827.1^PACE1_MOUSE^sigP^Tm1
XP_035429828.1	XP_035429828.1^PLCA_MOUSE^Acyltransferase^Tm3
XP_035429829.1	XP_035429829.1^MGN2_BOVIN^Mago_nashi^Tm2
XP_035429830.1	XP_035429830.1^RDH11_HUMAN^adh_short^Tm1
XP_035429832.1	XP_035429832.1^METL6_HUMAN^Methyltransf_23
XP_035429833.1	XP_035429833.1^INT8_DROME^sigP^Tm1
XP_035429834.1	XP_035429834.1^LITAF_XENTR^zf-LITAF-like^sigP
XP_035429835.1	XP_035429835.1^LITAF_XENTR^zf-LITAF-like^sigP
XP_035429836.1	XP_035429836.1^CATA_DROME^Catalase^Tm1
XP_035429837.1	XP_035429837.1^HACD_CAEEL^HACD2_MOUSE^PTPLA^sigP^Tm4
XP_035429838.1	XP_035429838.1^RL30_SPOFR^Ribosomal_L7Ae
XP_035429839.1	XP_035429839.1^MTF2_PONAB^PHD^Tm1
XP_035429840.1	XP_035429840.1^MTF2_PONAB^PHD^Tm1
XP_035429841.1	XP_035429841.1^MTF2_PONAB^PHD^Tm1
XP_035429842.1	XP_035429842.1^MTF2_PONAB^PHD^Tm1
XP_035429843.1	XP_035429843.1^MTF2_PONAB^PHD^Tm1
XP_035429844.1	XP_035429844.1^LRC57_XENLA^LRR_8^sigP
XP_035429845.1	XP_035429845.1^PLCB_MOUSE^Tm4
XP_035429846.1	XP_035429846.1^ITIH4_BOVIN^VIT^sigP^Tm1
XP_035429847.1	XP_035429847.1^ITIH4_BOVIN^VIT^sigP^Tm2
XP_035429848.1	XP_035429848.1^ITIH4_BOVIN^VIT^sigP^Tm1
XP_035429849.1	XP_035429849.1^ITIH4_BOVIN^VIT^sigP^Tm2
XP_035429850.1	XP_035429850.1^RGS3_RAT^sigP^Tm1
XP_035429851.1	XP_035429851.1^ITIH4_BOVIN^VIT^sigP^Tm2
XP_035429852.1	XP_035429852.1^ITIH4_BOVIN^VIT^sigP^Tm2
XP_035429853.1	XP_035429853.1^CNGA3_HUMAN^Ion_trans_2^sigP^Tm5
XP_035429854.1	XP_035429854.1^PPIE_MOUSE^PPIE_PONAB^RRM_1^Tm1
XP_035429855.1	XP_035429855.1^PUR1_DROME^GATase_6^sigP
XP_035429856.1	XP_035429856.1^PUR1_DROME^GATase_6^sigP
XP_035429857.1	XP_035429857.1^PUR1_DROME^GATase_6^sigP
XP_035429858.1	XP_035429858.1^PUR1_DROME^GATase_6^sigP
XP_035429859.1	XP_035429859.1^RGS3_RAT^sigP^Tm1
XP_035429860.1	XP_035429860.1^PUR1_DROME^GATase_6^sigP
XP_035429861.1	XP_035429861.1^PUR6_DROME^SAICAR_synt
XP_035429862.1	XP_035429862.1^ROP_DROME^Sec1^sigP
XP_035429863.1	XP_035429863.1^ROP_DROME^Sec1^sigP
XP_035429864.1	XP_035429864.1^Tm1
XP_035429865.1	XP_035429865.1^Tm1
XP_035429866.1	XP_035429866.1^Tm1
XP_035429867.1	XP_035429867.1^RGS3_RAT^sigP^Tm1
XP_035429868.1	XP_035429868.1^DUF4771^sigP^Tm1
XP_035429869.1	XP_035429869.1^PNR_DROME^GATA^sigP
XP_035429870.1	XP_035429870.1^PNR_DROME^GATA^sigP
XP_035429871.1	XP_035429871.1^ATF6A_MOUSE^bZIP_1^sigP^Tm1
XP_035429872.1	XP_035429872.1^ATF6A_MOUSE^bZIP_1^sigP^Tm1
XP_035429873.1	XP_035429873.1^Hexapep_2^Tm1
XP_035429874.1	XP_035429874.1^ELP3_CHICK^Radical_SAM
XP_035429875.1	XP_035429875.1^RGS3_RAT^sigP^Tm1
XP_035429876.1	XP_035429876.1^KAT_AEDAE^Aminotran_1_2^sigP^Tm1
XP_035429877.1	XP_035429877.1^KAT_AEDAE^Aminotran_1_2^sigP
XP_035429878.1	XP_035429878.1^KAT_AEDAE^Aminotran_1_2^sigP
XP_035429879.1	XP_035429879.1^U605_DROME^U605_DROPS^DUF2475^Tm1
XP_035429880.1	XP_035429880.1^zf-AD^Tm1
XP_035429881.1	XP_035429881.1^BCS1_HUMAN^BCS1_N^Tm1
XP_035429882.1	XP_035429882.1^FBP1L_XENLA^FCH^sigP^Tm1
XP_035429883.1	XP_035429883.1^FBP1L_XENLA^FCH^sigP^Tm1
XP_035429884.1	XP_035429884.1^CRAM_TRYBB^RGS3_RAT^sigP
XP_035429885.1	XP_035429885.1^FBP1L_XENLA^FCH^sigP^Tm1
XP_035429886.1	XP_035429886.1^FBP1L_XENLA^FCH^sigP^Tm1
XP_035429887.1	XP_035429887.1^FACD2_HUMAN^FancD2^sigP^Tm1
XP_035429888.1	XP_035429888.1^RT14_BOVIN^Ribosomal_S14
XP_035429889.1	XP_035429889.1^INX1_SCHAM^Innexin^Tm4
XP_035429890.1	XP_035429890.1^INX1_SCHAM^Innexin^Tm4
XP_035429891.1	XP_035429891.1^Tm1
XP_035429892.1	XP_035429892.1^MTEF5_DROME^Tm1
XP_035429893.1	XP_035429893.1^INX2_SCHAM^Innexin^Tm4
XP_035429894.1	XP_035429894.1^SPI3_LONON^Serpin^sigP^Tm1
XP_035429895.1	XP_035429895.1^SPI3_LONON^Serpin^sigP
XP_035429896.1	XP_035429896.1^SPI3_LONON^Serpin^sigP
XP_035429897.1	XP_035429897.1^SPI3_LONON^Serpin^sigP
XP_035429898.1	XP_035429898.1^FMAR_DROME^7TM_GPCR_Srx^sigP^Tm7
XP_035429899.1	XP_035429899.1^FMAR_DROME^7TM_GPCR_Srx^sigP^Tm7
XP_035429900.1	XP_035429900.1^PER_ANTPE^PAS^sigP^Tm1
XP_035429901.1	XP_035429901.1^CTR2_ANOGA^CTR1_ANOGA^Trypsin^sigP
XP_035429902.1	XP_035429902.1^TMPS9_MOUSE^Trypsin^sigP
XP_035429903.1	XP_035429903.1^UCK_DROME^PRK
XP_035429904.1	XP_035429904.1^UCK_DROME^PRK
XP_035429905.1	XP_035429905.1^sigP^Tm1
XP_035429906.1	XP_035429906.1^MP2K7_HUMAN^MP2K7_RAT^Pkinase
XP_035429907.1	XP_035429907.1^MP2K7_HUMAN^Pkinase^Tm1
XP_035429908.1	XP_035429908.1^MP2K7_HUMAN^Pkinase
XP_035429909.1	XP_035429909.1^MP2K7_HUMAN^Pkinase
XP_035429910.1	XP_035429910.1^GAPD1_HUMAN^RasGAP^sigP^Tm1
XP_035429911.1	XP_035429911.1^GAPD1_HUMAN^RasGAP^sigP^Tm1
XP_035429912.1	XP_035429912.1^ARX_DANRE^ALX4_BOVIN^Homeodomain^Tm1
XP_035429913.1	XP_035429913.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429914.1	XP_035429914.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429915.1	XP_035429915.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429916.1	XP_035429916.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429917.1	XP_035429917.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429918.1	XP_035429918.1^PRDX1_DROME^AhpC-TSA^sigP^Tm1
XP_035429919.1	XP_035429919.1^SVEP1_RAT^Sushi^sigP^Tm1
XP_035429920.1	XP_035429920.1^PRDX1_DROME^AhpC-TSA^sigP
XP_035429921.1	XP_035429921.1^PRDX1_DROME^AhpC-TSA^sigP
XP_035429922.1	XP_035429922.1^URH2_ARATH^IU_nuc_hydro^sigP
XP_035429923.1	XP_035429923.1^URH2_ARATH^IU_nuc_hydro^sigP
XP_035429924.1	XP_035429924.1^URH2_ARATH^IU_nuc_hydro^Tm1
XP_035429925.1	XP_035429925.1^URH2_ARATH^IU_nuc_hydro^Tm1
XP_035429926.1	XP_035429926.1^URH2_ARATH^IU_nuc_hydro^Tm1
XP_035429927.1	XP_035429927.1^URH2_ARATH^IU_nuc_hydro^sigP
XP_035429928.1	XP_035429928.1^URH2_ARATH^IU_nuc_hydro
XP_035429929.1	XP_035429929.1^KRAF1_DROME^RBD
XP_035429930.1	XP_035429930.1^KRAF1_DROME^RBD
XP_035429931.1	XP_035429931.1^MINY3_DROME^MINDY-3_4_CD
XP_035429932.1	XP_035429932.1^NAAT1_DROER^SC6A3_MOUSE^SNF^Tm12
XP_035429933.1	XP_035429933.1^ZNF98_HUMAN^ZFP62_HUMAN^zf-C2H2
XP_035429934.1	XP_035429934.1^ZNF98_HUMAN^ZFP62_HUMAN^zf-C2H2
XP_035429935.1	XP_035429935.1^SMIM8_PONAB^DUF4500^sigP^Tm1
XP_035429936.1	XP_035429936.1^RABL6_HUMAN^Ras^sigP
XP_035429937.1	XP_035429937.1^RABL6_HUMAN^Ras^sigP
XP_035429938.1	XP_035429938.1^Nuc_deoxyri_tr2
XP_035429939.1	XP_035429939.1^ZGPAT_AEDAE^zf-CCCH_2^Tm1
XP_035429940.1	XP_035429940.1^ZGPAT_AEDAE^ZGPAT_ANOGA^zf-CCCH_2^Tm1
XP_035429941.1	XP_035429941.1^NAAT1_DROER^SNF^Tm12
XP_035429942.1	XP_035429942.1^FBXL6_MOUSE^FBXL6_HUMAN^F-box-like^sigP^Tm1
XP_035429943.1	XP_035429943.1^LRSM1_MOUSE^LRR_1
XP_035429944.1	XP_035429944.1^RDRP_PCV87^RDRP_SBWMN^AAA_30^Tm3
XP_035429945.1	XP_035429945.1^NEP1_DROME^EMG1
XP_035429946.1	XP_035429946.1^TORS_DROME^Torsin^sigP^Tm1
XP_035429947.1	XP_035429947.1^ATG5_DROME^APG5
XP_035429948.1	XP_035429948.1^SMCO4_ANOGA^DUF4519^Tm1
XP_035429949.1	XP_035429949.1^NAAT1_DROER^SC6A3_MOUSE^SNF^Tm12
XP_035429950.1	XP_035429950.1^SWS_DROME^cNMP_binding^sigP^Tm2
XP_035429951.1	XP_035429951.1^SWS_DROME^SWS_DROSE^cNMP_binding^sigP^Tm2
XP_035429952.1	XP_035429952.1^SWS_DROME^cNMP_binding^sigP^Tm1
XP_035429953.1	XP_035429953.1^SWS_DROME^BTRD1^cNMP_binding^sigP^Tm2
XP_035429954.1	XP_035429954.1^SWS_DROME^cNMP_binding^sigP^Tm2
XP_035429955.1	XP_035429955.1^SWS_DROVI^cNMP_binding^sigP^Tm2
XP_035429956.1	XP_035429956.1^SWS_DROME^cNMP_binding^sigP^Tm2
XP_035429957.1	XP_035429957.1^SWS_DROVI^SWS_DROME^cNMP_binding^sigP^Tm2
XP_035429958.1	XP_035429958.1^SWS_DROME^cNMP_binding^sigP^Tm2
XP_035429959.1	XP_035429959.1^RSP14_MOUSE^Tm2
XP_035429960.1	XP_035429960.1^CRB_DROME^EGF^sigP^Tm2
XP_035429961.1	XP_035429961.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429962.1	XP_035429962.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm3
XP_035429963.1	XP_035429963.1^ATD3A_DROME^ATAD3_N^sigP^Tm1
XP_035429964.1	XP_035429964.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429965.1	XP_035429965.1^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm3
XP_035429966.1	XP_035429966.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429967.1	XP_035429967.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm3
XP_035429968.1	XP_035429968.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429969.1	XP_035429969.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm3
XP_035429970.1	XP_035429970.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429971.1	XP_035429971.1^SC16B_HUMAN^SC16A_HUMAN^Beta_helix_3^Sec16^sigP^Tm2
XP_035429975.1	XP_035429975.1^NOA1_MOUSE^MMR_HSR1^sigP
XP_035429976.1	XP_035429976.1^AL4A1_RAT^AL4A1_DANRE^Aldedh
XP_035429977.1	XP_035429977.1^RAB21_MOUSE^Arf^sigP
XP_035429978.1	XP_035429978.1^AL4A1_RAT^AL4A1_DANRE^Aldedh
XP_035429979.1	XP_035429979.1^AL4A1_MOUSE^Aldedh
XP_035429980.1	XP_035429980.1^AL4A1_RAT^AL4A1_DANRE^Aldedh
XP_035429981.1	XP_035429981.1^F102B_MOUSE^NT-C2
XP_035429982.1	XP_035429982.1^AL4A1_MOUSE^Aldedh
XP_035429983.1	XP_035429983.1^AL4A1_MOUSE^Aldedh
XP_035429984.1	XP_035429984.1^AL4A1_DANRE^Aldedh^Prenyltrans
XP_035429985.1	XP_035429985.1^AL4A1_DANRE^Aldedh^Prenyltrans
XP_035429986.1	XP_035429986.1^CDC7_MOUSE^CDC7_HUMAN^Pkinase^Tm1
XP_035429987.1	XP_035429987.1^CDC7_MOUSE^CDC7_HUMAN^Pkinase^Tm1
XP_035429988.1	XP_035429988.1^MINY3_DROME^MINDY-3_4_CD
XP_035429989.1	XP_035429989.1^CLIB9_ANOGA^Trypsin^Tm1
XP_035429990.1	XP_035429990.1^PER_ANTPE^PAS^sigP^Tm1
XP_035429991.1	XP_035429991.1^LITAF_XENTR^zf-LITAF-like^Tm1
XP_035429992.1	XP_035429992.1^OPI10_ANOGA^DUF775
XP_035429993.1	XP_035429993.1^U1SBP_DANRE^RRM_1^sigP^Tm1
XP_035429994.1	XP_035429994.1^SIVA_MOUSE^Siva
XP_035429995.1	XP_035429995.1^CISD3_MOUSE^zf-CDGSH^Tm1
XP_035429996.1	XP_035429996.1^CYB5_DROME^Cyt-b5^Tm1
XP_035429997.1	XP_035429997.1^SINA_DROVI^sigP^Tm1
XP_035429998.1	XP_035429998.1^LITAF_XENTR^zf-LITAF-like^Tm1
XP_035429999.1	XP_035429999.1^SHAKB_ANOGA^SHAKB_DROME^Innexin^sigP^Tm4
XP_035430000.1	XP_035430000.1^sigP^Tm1
XP_035430001.1	XP_035430001.1^SHAKB_DROME^Innexin
XP_035430002.1	XP_035430002.1^LITAF_XENTR^zf-LITAF-like^Tm1
XP_035430003.1	XP_035430003.1^ESTF_MYZPE^COesterase^sigP
XP_035430004.1	XP_035430004.1^ATP5L_PONAB^ATP-synt_G^Tm1
XP_035430005.1	XP_035430005.1^P2R3B_HUMAN^EF-hand_13^Tm1
XP_035430006.1	XP_035430006.1^INX7_DROME^Innexin^Tm4
XP_035430007.1	XP_035430007.1^RM51_DROPS^MRP-L51
XP_035430008.1	XP_035430008.1^RPB9_DROME^RNA_POL_M_15KD
XP_035430009.1	XP_035430009.1^EVI5_DROME^RabGAP-TBC
XP_035430010.1	XP_035430010.1^RPB9_DROME^RNA_POL_M_15KD
XP_035430011.1	XP_035430011.1^NDUA2_BOVIN^L51_S25_CI-B8
XP_035430012.1	XP_035430012.1^NDUA2_BOVIN^L51_S25_CI-B8^Tm1
XP_035430013.1	XP_035430013.1^STT3A_PONAB^STT3A_CANLF^STT3^Tm1
XP_035430014.1	XP_035430014.1^Tm1
XP_035430015.1	XP_035430015.1^Tm1
XP_035430017.1	XP_035430017.1^CRBN_MOUSE^CRBN_RAT^Yippee-Mis18^sigP^Tm1
XP_035430018.1	XP_035430018.1^EVI5_DROME^RabGAP-TBC
XP_035430019.1	XP_035430019.1^sigP^Tm1
XP_035430020.1	XP_035430020.1^PANK4_PONAB^ARMT1-like_dom^sigP
XP_035430021.1	XP_035430021.1^PANK4_PONAB^ARMT1-like_dom^sigP
XP_035430022.1	XP_035430022.1^TNG11_DROME^Miff^Tm1
XP_035430023.1	XP_035430023.1^BAT1_HUMAN^AA_permease_2^Tm12
XP_035430024.1	XP_035430024.1^BAT1_HUMAN^AA_permease_2^Tm12
XP_035430025.1	XP_035430025.1^BAT1_HUMAN^AA_permease_2^Tm12
XP_035430026.1	XP_035430026.1^BAT1_HUMAN^AA_permease_2^Tm12
XP_035430027.1	XP_035430027.1^EVI5_DROME^RabGAP-TBC
XP_035430028.1	XP_035430028.1^CDC73_CHICK^CDC73_N
XP_035430029.1	XP_035430029.1^PKHM3_XENLA^RUN^sigP^Tm1
XP_035430030.1	XP_035430030.1^RPF1_DROME^Brix
XP_035430031.1	XP_035430031.1^RRM_1^Tm1
XP_035430032.1	XP_035430032.1^RPF1_DROME^Brix
XP_035430034.1	XP_035430034.1^EVI5_DROME^RabGAP-TBC
XP_035430035.1	XP_035430035.1^CART_DROME^Sugar_tr^Tm1
XP_035430036.1	XP_035430036.1^CART_DROME^Sugar_tr^Tm1
XP_035430037.1	XP_035430037.1^T2FA_DROME^TFIIF_alpha^sigP^Tm1
XP_035430038.1	XP_035430038.1^EXOS2_HUMAN^ECR1_N
XP_035430039.1	XP_035430039.1^GUC2F_RAT^Pkinase^sigP
XP_035430040.1	XP_035430040.1^GUC2F_RAT^Pkinase^sigP
XP_035430041.1	XP_035430041.1^SAT2_MOUSE^Acetyltransf_1
XP_035430042.1	XP_035430042.1^EVI5_DROME^RabGAP-TBC
XP_035430043.1	XP_035430043.1^CA131_HUMAN^DUF4602
XP_035430044.1	XP_035430044.1^SERC1_RAT^SERIC_NEMVE^Serinc^sigP^Tm10
XP_035430045.1	XP_035430045.1^SERC1_MOUSE^SERIC_NEMVE^Serinc^sigP^Tm10
XP_035430046.1	XP_035430046.1^SERC1_RAT^SERIC_NEMVE^Serinc^sigP^Tm10
XP_035430047.1	XP_035430047.1^SERC1_RAT^SERIC_NEMVE^Serinc^sigP^Tm10
XP_035430048.1	XP_035430048.1^EVI5_DROME^RabGAP-TBC
XP_035430049.1	XP_035430049.1^SERC1_RAT^SERIC_NEMVE^Serinc^sigP^Tm10
XP_035430050.1	XP_035430050.1^DUF4612^sigP^Tm1
XP_035430051.1	XP_035430051.1^DUF4612^sigP^Tm1
XP_035430052.1	XP_035430052.1^TAF6_DROME^TAF^sigP^Tm1
XP_035430053.1	XP_035430053.1^SEMP1_DROME^Astacin^sigP^Tm1
XP_035430054.1	XP_035430054.1^RM30_BOVIN^Ribosomal_L30
XP_035430055.1	XP_035430055.1^EST6_APIME^COesterase^sigP^Tm1
XP_035430056.1	XP_035430056.1^EVI5_DROME^RabGAP-TBC
XP_035430057.1	XP_035430057.1^MDR1A_MOUSE^ABC_membrane^sigP^Tm11
XP_035430058.1	XP_035430058.1^PAXB1_HUMAN^GCFC^sigP^Tm2
XP_035430059.1	XP_035430059.1^3MG1_ECOLI^Adenine_glyco^sigP
XP_035430060.1	XP_035430060.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430061.1	XP_035430061.1^GDPD6_ARATH^GDPD^sigP^Tm1
XP_035430062.1	XP_035430062.1^GDPD6_ARATH^GDPD^sigP
XP_035430063.1	XP_035430063.1^CP6B6_HELAM^p450^Tm1
XP_035430064.1	XP_035430064.1^B4GA1_DANRE^Glyco_transf_49
XP_035430065.1	XP_035430065.1^LRSM1_MOUSE^LRR_1
XP_035430066.1	XP_035430066.1^PARVB_HUMAN^CH^sigP^Tm1
XP_035430067.1	XP_035430067.1^MADF_DNA_bdg^sigP
XP_035430068.1	XP_035430068.1^S35B4_DANRE^UAA^Tm8
XP_035430069.1	XP_035430069.1^RBP1_DROME^RRM_1
XP_035430070.1	XP_035430070.1^RBP1_DROME^RRM_1
XP_035430071.1	XP_035430071.1^RBP1_DROME^RRM_1
XP_035430072.1	XP_035430072.1^RBM34_MOUSE^RRM_1^Tm3
XP_035430073.1	XP_035430073.1^RBM34_MOUSE^RRM_1^Tm1
XP_035430074.1	XP_035430074.1^RBM34_MOUSE^RRM_1^Tm3
XP_035430075.1	XP_035430075.1^RBM34_MOUSE^RRM_1^Tm3
XP_035430076.1	XP_035430076.1^MIY4B_HUMAN^MINDY-3_4_CD^Tm1
XP_035430077.1	XP_035430077.1^MIY4B_HUMAN^MINDY-3_4_CD^Tm1
XP_035430078.1	XP_035430078.1^DJC11_MOUSE^DnaJ
XP_035430079.1	XP_035430079.1^MIY4B_HUMAN^MINDY-3_4_CD^Tm1
XP_035430080.1	XP_035430080.1^MIY4B_HUMAN^MINDY-3_4_CD^Tm1
XP_035430081.1	XP_035430081.1^MIY4B_HUMAN^MINDY-3_4_CD^Tm1
XP_035430082.1	XP_035430082.1^MED18_AEDAE^Med18
XP_035430083.1	XP_035430083.1^Kazal_2^sigP
XP_035430084.1	XP_035430084.1^BrkDBD
XP_035430085.1	XP_035430085.1^SULF1_DROME^Sulfatase^sigP^Tm2
XP_035430086.1	XP_035430086.1^DJC11_MOUSE^DnaJ
XP_035430087.1	XP_035430087.1^NCOA7_HUMAN^LysM^Tm1
XP_035430088.1	XP_035430088.1^CCD39_DANRE^sigP^Tm1
XP_035430089.1	XP_035430089.1^PARG1_ARATH^PARG2_ARATH^PARG_cat^Tm1
XP_035430090.1	XP_035430090.1^PARG2_ARATH^PARG_cat^Tm1
XP_035430091.1	XP_035430091.1^PARG2_ARATH^PARG_cat^Tm1
XP_035430092.1	XP_035430092.1^PARG2_ARATH^PARG_cat^Tm1
XP_035430093.1	XP_035430093.1^PARG1_ARATH^PARG2_ARATH^PARG_cat^Tm1
XP_035430094.1	XP_035430094.1^PARG1_ARATH^PARG2_ARATH^PARG_cat^Tm1
XP_035430095.1	XP_035430095.1^UXS1_HUMAN^RmlD_sub_bind^Tm1
XP_035430096.1	XP_035430096.1^HPSE_BOVIN^HPSE_RAT^Glyco_hydro_79n^sigP^Tm1
XP_035430097.1	XP_035430097.1^B3GT6_MOUSE^Galactosyl_T^sigP^Tm1
XP_035430098.1	XP_035430098.1^S18B1_MOUSE^MFS_1^Tm1
XP_035430099.1	XP_035430099.1^GPAM1_MOUSE^GPAM1_PONAB^DUF3752^Tm1
XP_035430100.1	XP_035430100.1^GPAM1_MOUSE^GPAM1_PONAB^DUF3752^Tm1
XP_035430101.1	XP_035430101.1^EIF2A_CHICK^eIF2A^sigP
XP_035430102.1	XP_035430102.1^TTKB_DROME^BTB^Tm1
XP_035430103.1	XP_035430103.1^ZN583_MOUSE^zf-C2H2^sigP
XP_035430104.1	XP_035430104.1^ZN679_HUMAN^ZN879_MOUSE^zf-C2H2^sigP
XP_035430105.1	XP_035430105.1^NT56_DROVI^ALG3^Tm1
XP_035430106.1	XP_035430106.1^AN13C_HUMAN^Ank_2
XP_035430107.1	XP_035430107.1^HARB1_DANRE^Plant_tran^sigP
XP_035430108.1	XP_035430108.1^sigP^Tm1
XP_035430109.1	XP_035430109.1^CSN6_XENLA^CSN6_DROME^JAB^Tm1
XP_035430110.1	XP_035430110.1^CSN6_XENLA^CSN6_DROME^JAB^Tm1
XP_035430111.1	XP_035430111.1^TAM41_RAT^Tam41_Mmp37^Tm1
XP_035430112.1	XP_035430112.1^MSD4_BOVIN^Myb_DNA-bind_5^sigP
XP_035430113.1	XP_035430113.1^MSD4_BOVIN^Myb_DNA-bind_5^sigP
XP_035430114.1	XP_035430114.1^OMBP_MANSE^Tm1
XP_035430116.1	XP_035430116.1^JHBP^sigP
XP_035430117.1	XP_035430117.1^JHBP^sigP
XP_035430118.1	XP_035430118.1^CCNC_ANOGA^Cyclin_N^Tm1
XP_035430119.1	XP_035430119.1^CCNC_ANOGA^Cyclin_N^Tm1
XP_035430120.1	XP_035430120.1^JHBP^sigP
XP_035430121.1	XP_035430121.1^JHBP^sigP
XP_035430122.1	XP_035430122.1^MRNIP_DANRE^MRNIP^Tm1
XP_035430123.1	XP_035430123.1^DUF2101^JHBP^sigP^Tm1
XP_035430124.1	XP_035430124.1^DUF2101^JHBP^sigP^Tm1
XP_035430125.1	XP_035430125.1^CSP_PLAYO^SVP1_CAVPO^sigP^Tm1
XP_035430126.1	XP_035430126.1^sigP^Tm1
XP_035430127.1	XP_035430127.1^sigP
XP_035430128.1	XP_035430128.1^sigP^Tm1
XP_035430129.1	XP_035430129.1^JHBP^sigP
XP_035430130.1	XP_035430130.1^sigP
XP_035430131.1	XP_035430131.1^FCP3C_DROME^sigP^Tm1
XP_035430132.1	XP_035430132.1^TM256_BUFGR^DUF423^F-box-like^Tm1
XP_035430133.1	XP_035430133.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430134.1	XP_035430134.1^CSP_PLAYO^SVP1_CAVPO^sigP^Tm1
XP_035430135.1	XP_035430135.1^TM256_BUFGR^DUF423^F-box-like^Tm2
XP_035430136.1	XP_035430136.1^sigP
XP_035430137.1	XP_035430137.1^sigP
XP_035430138.1	XP_035430138.1^KAD3_BOVIN^KAD3_MOUSE^AAA_18
XP_035430139.1	XP_035430139.1^KAD3_BOVIN^KAD3_MOUSE^AAA_18
XP_035430140.1	XP_035430140.1^TRIPC_BOVIN^TRIPC_RAT^WWE^sigP^Tm1
XP_035430141.1	XP_035430141.1^UBR5_HUMAN^HYD_DROME^PABP^sigP^Tm1
XP_035430142.1	XP_035430142.1^CSP_PLAYO^SVP1_CAVPO^sigP^Tm1
XP_035430143.1	XP_035430143.1^sigP
XP_035430144.1	XP_035430144.1^JHBP^sigP
XP_035430145.1	XP_035430145.1^NT56_DROVI^ALG3^Tm1
XP_035430146.1	XP_035430146.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430147.1	XP_035430147.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430148.1	XP_035430148.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430149.1	XP_035430149.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430150.1	XP_035430150.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430151.1	XP_035430151.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430152.1	XP_035430152.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430153.1	XP_035430153.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430154.1	XP_035430154.1^B3G2S_DROME^Glyco_transf_43^Tm1
XP_035430155.1	XP_035430155.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430156.1	XP_035430156.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430157.1	XP_035430157.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430158.1	XP_035430158.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm3
XP_035430159.1	XP_035430159.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430160.1	XP_035430160.1^HYD_DROME^E3_UbLigase_EDD^sigP^Tm1
XP_035430161.1	XP_035430161.1^RN168_XENLA^zf-C3HC4^sigP^Tm2
